k3	k4	k5	k6	k7	k8	k9	k10	s01ACF	s02ACF	s03ACF	s04ACM	s05ACM	s06ACM	s07BCF	s08BCF	s09BCF	s10BCM	s11BCM	s12BCM
Anogam_AGAP005076-RC	2	3	1	3	3	7	9	8	0.0825419073171546	0.155178544115454	0	0.14691897137312	4.83265136759296e-05	0.0950854573725789	0.211094988242879	0.0143496105988453	0.0704770590863456	0.177697164638265	0.176086527976952	0.050576584935758
Anogam_AGAP005076-RD	2	3	1	3	3	7	9	3	0.111980492155904	0	0.162382982751573	0.0643996381452562	0	0	0.0287564807204155	0.122870308139511	0	0.0116234788852474	0.0345150969676606	0.0896174504765738
Anogam_AGAP005079-RC	2	3	1	3	3	7	9	3	3.57471571403025e-06	9.76942182948737e-06	0.115954797078188	0	0	0.0164754710455212	0.0379028062452651	0.120018323155082	3.73492661429442e-07	0.0472405149920793	0.0355681724531723	0.00929009955142168
Anogam_AGAP005079-RD	2	3	1	3	3	7	9	3	0.02690608086847	0.0523971880101729	0	0.0331272257424043	0	0.0524102981597856	0	2.45536416503423e-06	0.00604132679699043	0	0	0.0215245830974749
Anogam_AGAP005079-RE	2	3	1	3	3	7	9	3	0.0352943300272277	0.00667244598627221	0.00307888237413607	0	0	0	0	0	0.0199246300109072	0	0	0.000214769617100376
Anogam_AGAP005079-RI	1	4	2	1	1	5	4	9	0.936377522509314	0.248162622901746	0.67217782436372	0.496952251316157	0.605557333655165	0.901385347961169	0.94390842448457	0.74387933726652	0.775447704615776	0.563460632468652	0.446402099349729	0.444577533441244
Anogam_AGAP005079-RJ	2	3	1	3	3	7	9	3	0	0	0.0484398702872678	0	0.0659905555055128	0	0	0.0183432890677212	0	0.0615831208467568	0.075065046680559	0.06726012098862
Anogam_AGAP005079-RK	2	3	1	3	3	7	9	3	0.000448716190003647	0	5.24091847096204e-08	0.0545986018741864	0.000221561713685178	0	0	0.0210222448320339	0.0212598662755175	0	0.000136544068880805	0.065400259654905
Anogam_AGAP005079-RA	2	3	1	3	3	7	9	3	1.78735785701512e-07	0.0162232078790571	4.86357234105277e-05	0	0	0	0	0	0.00383581113206497	0	0	0.000171952972033749
Anogam_AGAP005079-RB	2	3	1	3	3	7	9	3	0	0	0.0303679255789577	0.0922155874388658	0	0.028088202056675	0.0174123571947587	8.28685405699054e-07	0	0.0303315720690793	0.0219076827684181	0.00836924582396882
Anogam_AGAP005079-RF	2	3	1	3	3	7	9	3	0.000967362756163011	0.0563166385742027	0.120795414196338	0.013943587464651	0.184526260117771	0	0	0	0.0409908610910659	0.0507474459202821	0.0713084046590298	0.00117512637419182
Anogam_AGAP005079-RG	2	3	5	4	7	3	5	8	2.23419732126891e-06	0.62021812722672	0.00851077991417996	0.309162746163736	0.128891359518825	0.00164068077684946	0.000776412075406556	0.0941943988539588	0.132499426585017	0.220142124144128	0.297614783354329	0.328521774382363
Anogam_AGAP005079-RH	2	3	1	3	3	7	9	3	0	0	0.000625818074617577	0	0.0148129294890409	0	0	0.00253912277511396	0	0.0264945895590228	0.0519972666658818	0.0534945340966767
Anogam_AGAP005091-RB	2	3	1	3	3	7	9	3	0.036420972654646	0.0501739349293759	0.0175728334734832	0.028185956824159	0.0621659685200929	0.0105740111988281	0.0126530841755442	0.0161808102993284	0.0107351526542236	0.0451328776077884	0.0208057235000962	0.0584839185088252
Anogam_AGAP005091-RA	1	4	2	2	1	5	2	2	0.752385400879919	0.759177997624322	0.804781595376723	0.786436894081067	0.726829418135795	0.836392112336083	0.33732386472833	0.480128343931673	0.397032214249074	0.580825502676907	0.494332623082027	0.403356507008256
Anogam_AGAP005091-RC	2	3	1	3	3	7	9	3	0.0324082091409053	0.0641380859456993	0.0418467320469634	0.0340717794883429	0.0290545566307308	0.0233681884123849	0.0271112987223629	0.0607159606737712	0.0498502580658864	0.0235073225620171	0.0461442240578769	0.0185076662750334
Anogam_AGAP005091-RD	2	1	5	4	7	3	5	6	0.138468421230664	0.095524132528895	0.0783071475974657	0.142732006221229	0.161199461133266	0.129665688052704	0.357665787954828	0.348376476018911	0.419588481623729	0.227971385122917	0.307990974277092	0.343706146659997
Anogam_AGAP005091-RE	2	3	1	3	3	7	9	8	0.0403169960938663	0.0309858489717076	0.057491691505365	0.00857336338520159	0.0207505955801158	0	0.265245964418935	0.0945984090763165	0.122793893407086	0.12256291203037	0.130726455082908	0.175945761547889
Anogam_AGAP005106-RB	2	3	5	4	7	3	5	8	0.144103297666319	0.475587626802001	0.230837429000265	0.0683759506213901	0.455935041389019	0.14422037472832	0.235588785977106	0	0.0310032692297653	0.0613266980350161	0.0715728393083561	0.0670288555319637
Anogam_AGAP005106-RA	3	2	3	6	6	6	7	4	0.855896702333681	0.524412373197999	0.769162570999735	0.93162404937861	0.544064958610981	0.85577962527168	0.764411214022894	1	0.968996730770235	0.938673301964984	0.928427160691644	0.932971144468036
Anogam_AGAP005108-RA	3	2	3	6	6	6	7	1	0.971621117112478	0.968753766873284	0.987459361649291	0.976664550074028	0.972757767896905	0.938219798182274	0.966425950746084	0.965920225284166	0.980431019936613	0.987347392816808	0.97646940131044	0.935844754355635
Anogam_AGAP005108-RB	2	3	1	3	3	7	9	3	0.0283788828875217	0.0312462331267156	0.0125406383507093	0.0233354499259722	0.027242232103095	0.0617802018177264	0.0335740492539158	0.0340797747158339	0.0195689800633871	0.0126526071831924	0.0235305986895601	0.0641552456443649
Anogam_AGAP005111-RA	2	3	1	3	3	7	9	3	0.0309190507879442	0.0191644185700936	0.150530791852134	0.0218403335019407	0.0895842268463059	0.00899041506981553	0	0.010505628526918	0.0335684739549248	0.0296931174568632	0.0554343260460744	0.0246598799962051
Anogam_AGAP005111-RB	3	2	3	6	6	6	7	1	0.969080949212056	0.980835581429906	0.849469208147866	0.978159666498059	0.910415773153694	0.991009584930184	1	0.989494371473082	0.966431526045075	0.970306882543137	0.944565673953926	0.975340120003795
Anogam_AGAP005121-RB	1	4	4	2	4	5	2	2	0.480436811778722	0.481791997593339	0.493530742863335	0.627593654779198	0.532381769082444	0.447221839648498	0.378476388364034	0.350155311283378	0.510325510347355	0.486679444011714	0.56574831982092	0.412645655248519
Anogam_AGAP005121-RA	1	4	4	2	5	5	2	10	0.519563188221278	0.518208002406662	0.506469257136665	0.372406345220802	0.467618230917556	0.552778160351502	0.621523611635966	0.649844688716622	0.489674489652645	0.513320555988287	0.43425168017908	0.587354344751481
Anogam_AGAP005148-RB	2	3	1	3	3	7	9	3	0	0	0	0	0	0	0	0.0713859886928866	0.0291241784072784	0	0	0.0702879682964225
Anogam_AGAP005148-RA	3	2	3	6	6	6	7	1	1	1	1	1	1	1	1	0.928614011307113	0.970875821592722	1	1	0.929712031703577
Anogam_AGAP005153-RA	3	2	3	6	6	6	7	1	1	1	1	1	0.988849417124144	1	1	1	1	0.999531914445187	0.998899353972869	1
Anogam_AGAP005153-RB	2	3	1	3	3	7	9	3	0	0	0	0	0.0111505828758558	0	0	0	0	0.000468085554812935	0.00110064602713138	0
Anogam_AGAP005175-RA	2	3	5	4	7	3	5	8	0.182572293921147	0.562832339177349	0.108140273425961	0.163789639662818	0.313325457219087	0.069819175574216	0.121010627339898	0.222497248910092	0.251842124027352	0.117984962175708	0.155641967466939	0.244382936655974
Anogam_AGAP005175-RB	3	2	3	1	1	1	4	4	0.817427706078853	0.437167660822651	0.891859726574039	0.836210360337182	0.686674542780913	0.930180824425784	0.878989372660102	0.777502751089908	0.748157875972648	0.882015037824292	0.844358032533062	0.755617063344026
Anogam_AGAP005202-RB	3	2	2	1	1	1	4	9	0.859073648256435	0.858644101446067	0.816648522433927	0.854890903387565	0.859981118461576	0.834316614032756	0.811386321407943	0.78895287598079	0.783888689343881	0.610150733969568	0.662221679069982	0.621356966680849
Anogam_AGAP005202-RA	2	1	5	4	7	3	5	8	0.140926351743565	0.141355898553933	0.183351477566073	0.145109096612435	0.140018881538424	0.165683385967244	0.188613678592057	0.21104712401921	0.216111310656119	0.389849266030432	0.337778320930018	0.378643033319151
Anogam_AGAP005222-RA	2	1	5	4	2	8	1	6	0.385104593725782	0.544722790862923	0.0213954768841708	0.123245608479122	0.36102750015673	0.106255282851524	0.453908807166332	0.213268387629339	0.443515597439595	0.129561694651976	0.299277242937111	0.179468200787892
Anogam_AGAP005222-RB	3	4	2	1	1	1	4	4	0.614895406274218	0.455277209137077	0.978604523115829	0.876754391520878	0.63897249984327	0.893744717148476	0.546091192833668	0.786731612370661	0.556484402560405	0.870438305348024	0.700722757062889	0.820531799212108
Anogam_AGAP005245-RC	2	3	1	3	3	7	9	3	0.0554849256619925	0.0592644256112975	0.0395952260169018	0.0419244731146261	0.064414329085553	0.0410521674997924	0.0233852932547385	0.0221745768952735	0.029939613946606	0.0602369442804539	0.0379013067686025	0.0673627478436786
Anogam_AGAP005245-RF	2	3	1	3	3	7	9	3	0.010758501907278	0.0207874097951902	0.0293443814468024	0.0205346972001702	0.0239879236451093	0.0187163219374077	0.0246502732074987	0.0292730091845996	0.0148628758923034	0.0278563545437468	0.0449821656237799	0.03915346479478
Anogam_AGAP005245-RE	2	3	1	3	3	7	9	3	0.037714410229555	0.010660918269572	0.0273574755138736	0.0132547831401855	0.00828462131261069	0.0260984660406071	0.0803207780265636	0.0878103627149927	0.0928084765278011	0.0235405562160146	0.0128859840312942	0.0340750652194845
Anogam_AGAP005245-RL	2	1	5	4	7	3	5	6	0.262727359637333	0.21576854920948	0.238484810203851	0.231005506913898	0.289051159639527	0.272035369027879	0.222050408469926	0.208719387068255	0.269454529508452	0.308690897821168	0.311611564826893	0.290851471649715
Anogam_AGAP005245-RA	2	3	1	3	3	7	9	3	0.0533349601123743	0.0624239940526188	0.0238818126841686	0.0572301720482003	0.0435454294173936	0.0337252276274665	0.10817517941792	0.0735821997296066	0.0594048627734035	0.0534276181177818	0.0559941736828281	0.0482654615636322
Anogam_AGAP005245-RB	2	3	1	3	3	7	9	3	0.0160798811801273	0.040149092577271	0.0378634321979956	0.0397460531106845	0.0376873908073086	0.038825790670197	0.034334636868262	0.0357465641136068	0.0280315080753598	0.0248433979541753	0.0406660398240148	0.0459784216134228
Anogam_AGAP005245-RG	2	1	5	4	7	3	5	6	0.221009522024392	0.276374074492379	0.225887783984268	0.242011701108152	0.21597913264762	0.236504566005673	0.279491401914402	0.260121371962625	0.1758467749049	0.210717686346081	0.267123244749839	0.12532588914284
Anogam_AGAP005245-RJ	2	3	1	3	3	7	9	3	0.0227559616972223	0.0528235838213853	0.0467055216062878	0.0409693122404951	0.0348682101487049	0.0543098492371846	0.0250948605674857	0.0140069607629307	0.0157288892854029	0.0835067971452977	0.0329187545506209	0.0385062157135166
Anogam_AGAP005245-RH	2	3	1	3	3	7	9	3	0.0557912296809514	0.0271051184122599	0.0488259953536752	0.0389149446756605	0.0636946149882602	0.0545839543855453	0.0269038916316382	0.0401899357208716	0.0371998385045644	0.0263506293669547	0.0274013593136055	0.0529735607286248
Anogam_AGAP005245-RI	2	3	1	3	3	7	9	3	0.105842760387443	0.106709573085009	0.0783936788512167	0.114757932904044	0.0965214870185569	0.0944571081427846	0.0479582465125487	0.0496811724499057	0.073885250537184	0.0422204758034453	0.0696247049789405	0.111684617354666
Anogam_AGAP005245-RD	2	3	1	3	3	7	9	3	0.0866164473476435	0.0473982597042709	0.102380114489011	0.108342095218607	0.0673516444062546	0.0624824122692829	0.0824094509858562	0.149058944989543	0.164318292516757	0.0716098249442057	0.0435404982098201	0.0652593048250875
Anogam_AGAP005245-RK	2	3	1	3	3	7	9	3	0.0718840401336881	0.0805350009692658	0.101279767651948	0.0513083283252762	0.0546140568831017	0.0672087671561794	0.0452255791431603	0.0296355144077897	0.0385190875272666	0.0669988174606753	0.0553502034397613	0.0805637795505524
Anogam_AGAP005279-RB	3	4	2	1	1	1	4	4	0.818901782694889	0.836943944065488	0.711344116419935	0.579648155315089	0.630922295754176	0.741624606281319	0.619153974190327	0.582216953427308	0.655760311379743	0.756282768616996	0.585421001693768	0.641713394194095
Anogam_AGAP005279-RA	1	1	5	5	2	8	1	6	0.181098217305111	0.163056055934512	0.288655883580065	0.420351844684911	0.369077704245824	0.258375393718681	0.380846025809673	0.417783046572692	0.344239688620257	0.243717231383004	0.414578998306232	0.358286605805905
Anogam_AGAP005288-RB	2	1	5	4	7	3	5	6	0.295334871695416	0.30972155605483	0.277714951933646	0.18588816957469	0.202564413732377	0.277314024780856	0.263214302490295	0.256365636898793	0.233686198598076	0.126009558448197	0.182914356102692	0.148310225074267
Anogam_AGAP005288-RA	2	3	5	4	7	3	5	8	0.15916190907285	0.24496459770014	0.104603472056831	0.173076876321803	0.247278317841676	0.220333032981191	0.34159149683221	0.20627728164467	0.236057627014293	0.160678174949227	0.160679261074424	0.135131998111166
Anogam_AGAP005288-RC	1	4	2	2	5	5	2	2	0.545503219231735	0.445313846245029	0.617681576009524	0.641034954103507	0.550157268425947	0.502352942237952	0.395194200677495	0.537357081456537	0.530256174387632	0.713312266602576	0.656406382822884	0.716557776814567
Anogam_AGAP005291-RA	3	4	2	1	1	1	4	9	0.701586105303951	0.937064458376522	0.639912773946896	0.710305707736253	0.843199348763784	0.63953548963548	0.719953371733817	0.665670169717495	0.789593478253523	0.609996399542477	0.586553293820558	0.565738394997271
Anogam_AGAP005291-RB	1	1	5	4	2	2	3	6	0.298413894696049	0.0629355416234777	0.360087226053103	0.289694292263747	0.156800651236216	0.36046451036452	0.280046628266183	0.334329830282506	0.210406521746477	0.390003600457523	0.413446706179442	0.434261605002729
Anogam_AGAP005293-RA	2	1	5	4	7	3	5	8	0.123691272030534	0.414250373735203	0.0711605202972475	0.281434277151502	0.326283888261213	0.200732101673085	0.174416740623346	0.111618306293497	0.0995487460501823	0.247648129842627	0.23783482916929	0.302379187807274
Anogam_AGAP005293-RB	3	2	3	1	1	1	4	4	0.876308727969466	0.585749626264797	0.928839479702752	0.718565722848498	0.673716111738787	0.799267898326915	0.825583259376654	0.888381693706503	0.900451253949818	0.752351870157372	0.76216517083071	0.697620812192726
Anogam_AGAP005294-RB	3	4	2	1	1	1	4	4	1	0.864534195154265	1	0.88885811586111	0.000499749543583023	0.804567065917096	0.571777643837694	0.435550841118485	0.374293078156851	1	1	0.560518792410667
Anogam_AGAP005294-RA	1	1	5	4	2	8	1	6	0	0.135465804845735	0	0.11114188413889	0.999500250456417	0.195432934082904	0.428222356162306	0.564449158881515	0.625706921843149	0	0	0.439481207589333
Anogam_AGAP005322-RA	3	2	3	6	6	6	7	1	1	1	0.721039791560876	0.943644989544436	1	1	1	1	1	1	1	1
Anogam_AGAP005322-RB	2	3	1	3	3	7	9	3	0	0	0.278960208439123	0.0563550104555642	0	0	0	0	0	0	0	0
Anogam_AGAP005323-RA	1	4	2	1	5	5	8	2	0.677037357981221	0.456818157267952	1	0.754037323440257	0.273955806135623	0.139653390412557	0.693507920174095	0.69653365515914	0.722256694553226	0.660641741922252	0.648917658936611	0.790834835013525
Anogam_AGAP005323-RB	1	1	4	5	4	4	6	7	0.322962642018779	0.543181842732048	0	0.245962676559743	0.726044193864377	0.860346609587443	0.306492079825905	0.30346634484086	0.277743305446774	0.339358258077748	0.351082341063389	0.209165164986475
Anogam_AGAP005324-RB	1	1	4	5	4	8	1	10	0.352940555612027	0.686126113837637	0.421673781288543	0.362712056872044	0.441129501880594	0.328725658745794	0.482084341591325	0.282362099700669	0.194450058515244	0.404730566526149	0.410887616260886	0.506127838009202
Anogam_AGAP005324-RA	1	4	2	1	5	5	2	2	0.647059444387973	0.313873886162363	0.578326218711457	0.637287943127956	0.558870498119406	0.671274341254206	0.517915658408674	0.717637900299331	0.805549941484755	0.595269433473851	0.589112383739114	0.493872161990798
Anogam_AGAP005352-RA	3	2	3	6	6	6	7	1	1	1	1	0.999624102785582	1	1	1	1	1	1	1	0.844347279378765
Anogam_AGAP005352-RB	2	3	1	3	3	7	9	3	0	0	0	0.000375897214418331	0	0	0	0	0	0	0	0.155652720621235
Anogam_AGAP005360-RA	3	2	3	6	6	6	7	1	0.976474822318992	1	0.955328164400595	0.958663821027457	0.986073483281925	0.989952033952495	1	0.947138446915993	1	0.964177673140925	0.975770412038695	1
Anogam_AGAP005360-RB	2	3	1	3	3	7	9	3	0.0235251776810076	0	0.0446718355994047	0.0413361789725426	0.0139265167180755	0.0100479660475054	0	0.0528615530840071	0	0.0358223268590751	0.0242295879613046	0
Anogam_AGAP005400-RA	1	1	5	4	2	4	6	7	0.529618103905895	0.557201930718051	0.783977225877029	0.138581522759216	0.355590745920342	0.330958137900957	0.167079496926995	0.394445964818371	0.296635545220726	0.120595680106346	0.104239788093596	0.126601234731645
Anogam_AGAP005400-RB	3	4	2	1	5	1	8	4	0.470381896094105	0.442798069281949	0.216022774122971	0.861418477240784	0.644409254079658	0.669041862099043	0.832920503073005	0.605554035181629	0.703364454779274	0.879404319893654	0.895760211906404	0.873398765268355
Anogam_AGAP005410-RC	1	4	2	1	5	5	8	9	0.626426134376428	0.714206858004134	0.7370570778885	0.468904652517309	0.597419011417075	0.487255289898556	0.818080314399192	0.791777825116618	0.813750194812402	0.367794211598878	0.448280330080196	0.618732436661531
Anogam_AGAP005410-RA	1	1	4	5	4	2	3	5	0.373573865623572	0.285793141995866	0.2629429221115	0.531095347482691	0.402580988582925	0.512744710101444	0.181919685600808	0.201770465171803	0.186249805187598	0.632205788401122	0.551719669919804	0.381267563338469
Anogam_AGAP005410-RB	2	3	1	3	3	7	9	3	0	0	0	0	0	0	0	0.00645170971157902	0	0	0	0
Anogam_AGAP005467-RB	1	1	4	5	2	8	1	10	0.320563798575752	0.322730891898939	0.247509349923394	0.182266013598718	0.258434093091504	0.260617736664208	0.454461022663685	0.513401557467281	0.56956403468395	0.401311045513041	0.43380678542574	0.399607952916557
Anogam_AGAP005467-RA	1	4	2	1	1	5	2	2	0.679436201424248	0.677269108101061	0.752490650076606	0.817733986401282	0.741565906908496	0.739382263335792	0.545538977336315	0.486598442532719	0.43043596531605	0.598688954486959	0.56619321457426	0.600392047083443
Anogam_AGAP005468-RB	2	1	5	4	2	3	5	6	0	0.805698338975826	0.155482357083943	0	0	0.304938380715918	1	0.479889921099516	0	0.0154231840268556	0.076943636962198	0.0225794660521997
Anogam_AGAP005468-RA	3	2	2	1	1	1	4	4	1	0.194301661024174	0.844517642916057	1	1	0.695061619284082	0	0.520110078900484	1	0.984576815973145	0.923056363037802	0.9774205339478
Anogam_AGAP005507-RB	1	4	2	2	5	5	2	2	0.515890111429529	0.491178149571246	0.729117130787788	0.443819253067043	0.613167451563212	0.703825751273627	0.627461010236748	0.560906732282087	0.691595433277782	0.366484831005819	0.4138017120933	0.464419503121507
Anogam_AGAP005507-RC	1	1	4	5	2	8	1	10	0.386991020657669	0.366091984431181	0.270882869212212	0.0784231025265174	0.344339509133213	0.200406016398276	0.371918111751163	0.418164572548723	0.308404566722218	0.548820241563561	0.368818102981345	0.535578782567309
Anogam_AGAP005507-RA	2	3	1	3	3	7	9	8	0.0971188679128017	0.142729865997574	0	0.47775764440644	0.0424930393035745	0.0957682323280971	0.000620878012089636	0.0209286951691895	0	0.0846949274306191	0.217380184925355	1.71431118405188e-06
Anogam_AGAP005528-RB	2	3	1	3	3	7	9	3	0.00161021929524013	0	0.00623400801506316	0	0.00198158904332368	0.00304092426805576	0	0.00139926998766301	0.00169545371071557	0	0	0
Anogam_AGAP005528-RA	3	2	3	6	6	6	7	1	0.99838978070476	1	0.993765991984937	1	0.998018410956676	0.996959075731944	1	0.998600730012337	0.998304546289284	1	1	1
Anogam_AGAP005529-RA	1	1	4	5	2	8	1	6	0.392224234332737	0.358993449847226	0.402029415859173	0.385532494245512	0.338103040571511	0.291556744674658	0.26532263903959	0.320514736985805	0.381108034372389	0.284439024158783	0.334432279801661	0.473504769537928
Anogam_AGAP005529-RB	1	1	4	5	2	8	1	10	0.387548861206496	0.501869793783757	0.484929302516648	0.346525445094372	0.389196181265655	0.474495898199783	0.716777008856696	0.620424159484045	0.435288287764262	0.448493702791306	0.49735375009775	0.326153803857342
Anogam_AGAP005529-RC	2	3	5	4	7	3	5	8	0.220226904460767	0.139136756369016	0.113041281624179	0.267942060660116	0.272700778162834	0.233947357125559	0.0179003521037137	0.0590611035301502	0.18360367786335	0.267067273049911	0.168213970100589	0.20034142660473
Anogam_AGAP005552-RA	3	4	2	1	1	1	4	4	0.6809172052332	0.778031820238797	0.560460980556566	0.64340763895331	0.688076317011354	0.897953076234072	0.639219214437056	0.650314042778293	0.772695426753727	0.717989325576561	0.649761822023733	0.684589668967619
Anogam_AGAP005552-RB	1	1	5	4	2	8	1	6	0.3190827947668	0.221968179761203	0.439539019443434	0.35659236104669	0.311923682988646	0.102046923765928	0.360780785562944	0.349685957221707	0.227304573246273	0.282010674423439	0.350238177976267	0.315410331032381
Anogam_AGAP005563-RA	2	3	1	3	3	7	9	3	0.142681479611483	0.134137094675707	0.267690049859041	0.0334614581990466	0.032750153322063	0.193100620469171	0.00712842552652497	0.0179350500150124	0.0415547996280105	0.00601693570113902	0.00417181632618514	0.00909583636913276
Anogam_AGAP005563-RB	1	1	4	5	2	8	1	10	0.418396868906534	0.49634227470061	0.270185432989181	0.297897569543574	0.344826073406352	0.260634525722988	0.354436380521174	0.395220898017115	0.414396850174213	0.305554674106594	0.328188372124911	0.385262388754665
Anogam_AGAP005563-RC	1	4	2	2	5	5	2	2	0.438921651481983	0.369520630623684	0.462124517151777	0.668640972257379	0.622423773271585	0.546264853807841	0.638435193952301	0.586844051967873	0.544048350197776	0.688428390192267	0.667639811548904	0.605641774876202
Anogam_AGAP005567-RA	3	2	3	6	6	6	7	1	0.889767715649056	1	1	1	1	0.999980513948601	1	1	1	1	0.975598531183654	1
Anogam_AGAP005567-RB	2	3	1	3	3	7	9	3	0.110232284350944	0	0	0	0	1.94860513987942e-05	0	0	0	0	0.0244014688163463	0
Anogam_AGAP005585-RB	2	3	1	3	7	3	5	8	0.0738730300973176	0.0631259245938238	0.0719336379134947	0.0094096949367808	0.0903591578841557	0.0317975301744341	0.182339799722047	0.420835721379249	0.285291589894644	0.119404881061725	0.141594329015712	0.106102244241808
Anogam_AGAP005585-RA	1	1	5	4	2	4	6	6	0.319660439161239	0.324437292050728	0.371999758575174	0.290590597144636	0.332878998816225	0.365750396873435	0.287747255234258	0.226572746274399	0.102577790045927	0.292610162377929	0.423545145910508	0.315599806810643
Anogam_AGAP005585-RC	1	4	2	2	5	5	2	2	0.606466530741444	0.612436783355448	0.556066603511332	0.699999707918583	0.57676184329962	0.602452072952131	0.529912945043696	0.352591532346352	0.612130620059429	0.587984956560346	0.434860525073781	0.578297948947549
Anogam_AGAP005599-RK	1	1	4	5	2	8	1	6	0.484247836552058	0.481926426471977	1	0	0.593664170749171	0	0.626478028119301	0	0.410172923019797	0.450002430133657	0.132037353283617	0
Anogam_AGAP005599-RI	2	3	1	3	3	7	9	3	0	0	0	0	0	0	0.0386664901856972	0.271134268492252	0.153301754237508	0	0	0
Anogam_AGAP005599-RA	2	1	5	4	7	4	6	6	0.508841831390147	0.298506624826948	0	0.999996897907018	0.12440192590702	0	0.334855481695002	0	0	0	0.867962646716383	0
Anogam_AGAP005599-RB	2	3	1	3	3	7	9	3	0.00689478612601665	0.219566948701076	0	3.10209298213505e-06	0	0	0	0	0	0	0	0.333409853470769
Anogam_AGAP005599-RC	2	3	1	3	3	7	9	3	0	0	0	0	0	0	0	0.15673728197539	0.0861053451861245	0	0	0.545309144771318
Anogam_AGAP005599-RE	2	1	5	4	7	3	5	6	1.55459317784976e-05	0	0	0	0.281933903343809	1	0	0.572128449532358	0.350419977556571	0.549997569866343	0	0.121281001757914
Anogam_AGAP005609-RA	2	3	1	3	3	7	9	3	0	0	0.054608578184347	0.0514018297955646	0	0.0240857451386787	0.013608155425773	0.0228295189507525	0.0213328593190667	0	0.0225569614718981	0
Anogam_AGAP005609-RB	3	2	3	6	6	6	7	1	1	1	0.945391421815653	0.948598170204435	1	0.975914254861321	0.986391844574227	0.977170481049248	0.978667140680933	1	0.977443038528102	1
Anogam_AGAP005624-RA	2	3	1	3	3	7	9	8	0.0747400676963084	0.127265526483671	0.0807675771542312	0.0248247594352187	0.065374410574048	0.086769127986514	0.173019170129988	0.0887197889846832	0.0764251525711714	0.0694834240145458	0.159093473901994	0.115133901618954
Anogam_AGAP005624-RB	3	2	3	6	6	6	7	1	0.925259932303692	0.872734473516328	0.919232422845769	0.975175240564781	0.934625589425952	0.913230872013486	0.826980829870012	0.911280211015317	0.923574847428829	0.930516575985454	0.840906526098006	0.884866098381046
Anogam_AGAP005627-RE	2	3	1	3	3	7	9	3	0.0303349989149672	0.0356053038029234	0.137821187396792	0.100692123042708	0.0180274052453433	0.112948215162483	0.0311194794429481	0.0442377024689656	0.0275027236270562	0.041803687092776	0.0206907148846166	0.0251870093060872
Anogam_AGAP005627-RG	2	3	1	3	3	7	9	3	0.0598526792278449	0.108236008360043	0.0643793163533099	0.0256516549023152	0.0712054378698128	0.102603309282182	0.00832910433163763	0.0204927588508527	0.0149261101660332	0.0194857135549699	0.0156026747062276	0.043989031347865
Anogam_AGAP005627-RD	1	4	2	1	5	5	8	2	0.797006589425951	0.744518978321028	0.40148024252601	0.261633087622778	0.450531903785027	0.263896466043166	0.793845087808536	0.872683730246015	0.790679663469257	0.579181169460474	0.683504609587737	0.647727605195609
Anogam_AGAP005627-RC	2	3	1	3	3	7	9	3	0.0228572043686189	0	0	0.176613791194493	0.0152953398628249	0	0.0750515150052536	0.0170979715778913	0	0.0266510751911252	0	0
Anogam_AGAP005627-RA	2	3	5	4	7	3	5	8	0.0515204412397383	0.105975425484881	0.215502392736726	0.340693088418806	0.343546660274282	0.303920996728015	0.0916548134116251	0.0253407691778764	0.148761014375689	0.246658396276376	0.204802551974402	0.250720039020737
Anogam_AGAP005627-RB	2	3	1	3	3	7	9	3	0.0384280868228793	0.00566428403112479	0.180816860987163	0.0947162548188998	0.10139325296271	0.216631012784154	0	0.0201470676783989	0.0181304883619651	0.0862199584242781	0.0753994488470172	0.032376315129702
Anogam_AGAP005715-RA	1	1	5	4	2	8	1	6	0.21456782636146	0.270397047350256	0.332942054300676	0.108968745534464	0.173688467360878	0.105422205474848	0.744792562679513	0.382975972922511	0.726455944598252	0.106359410402894	0.0970515596075538	0.245640785358766
Anogam_AGAP005715-RB	3	4	2	1	1	1	4	4	0.78543217363854	0.729602952649744	0.667057945699324	0.891031254465536	0.826311532639122	0.894577794525152	0.255207437320487	0.617024027077489	0.273544055401748	0.893640589597106	0.902948440392446	0.754359214641234
Anogam_AGAP005747-RA	3	4	2	1	1	1	4	9	0.41372694005199	1	0.230290060600577	1	0.689708864827724	0.846306096440554	0.953463725141729	0.999999749155595	0.672199150221812	0.468078451225287	0.70876223100273	0.483183121897118
Anogam_AGAP005747-RB	1	1	5	4	2	8	3	6	0.58627305994801	0	0.769709939399423	0	0.310291135172276	0.153693903559446	0.0465362748582715	2.50844404978258e-07	0.327800849778188	0.531921548774713	0.29123776899727	0.516816878102882
Anogam_AGAP005777-RA	2	1	5	4	7	3	6	6	0.381677461304253	0.308888297766798	0.211648766676922	0.26843240165967	0.292469796521564	0.305324946398236	0.170668540128008	0.335552197611736	0.217181415146621	0.166366587395748	0.333768889345104	0.128779700107766
Anogam_AGAP005777-RB	3	4	2	1	1	1	4	4	0.618322538695747	0.691111702233202	0.788351233323078	0.73156759834033	0.707530203478436	0.694675053601764	0.829331459871992	0.664447802388264	0.782818584853379	0.833633412604252	0.666231110654896	0.871220299892234
Anogam_AGAP005799-RA	1	1	4	5	2	8	1	10	0.2861785516948	0.203575857180649	0.376227382151984	0.151862358915077	0.424089343210321	0.530797469992162	0.480688177719442	0.630327695893458	0.633766620103938	0.615215028218918	0.398995285851688	0.340132421008471
